AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.580,13.47,0.00,11.76,18.01,7.880,13.43
25-29,0.00,5.990,8.650,0.00,11.11,17.85,8.620,13.10
30-34,0.00,9.980,6.330,0.00,8.000,25.87,21.18,19.95
35-39,0.00,12.05,8.330,0.00,28.57,32.01,13.92,24.54
40-44,9.090,12.47,9.300,0.00,11.11,35.51,24.05,28.03
45-49,20.00,13.13,2.860,0.00,66.67,40.19,20.55,32.41
50-54,11.11,21.90,18.42,0.00,33.33,42.85,28.38,36.42
55-59,14.29,26.22,5.260,0.00,25.00,48.23,23.88,41.21
60-64,11.11,31.40,12.00,0.00,0.00,55.46,25.00,48.14
65-OVER,10.00,30.65,2.780,0.00,18.75,51.41,26.47,47.10
TOTAL,8.140,17.24,9.840,0.00,20.00,40.25,18.15,32.74
