AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.66,7.75,13.42,20.00,10.62,17.18,11.25,13.11
25-29,12.88,7.88,6.67,20.00,6.25,14.64,9.12,11.66
30-34,12.07,12.70,16.16,0.00,15.38,18.18,11.20,15.77
35-39,10.74,17.59,14.75,16.67,16.67,24.30,14.29,20.86
40-44,10.67,21.88,14.76,20.00,11.48,26.42,13.29,23.52
45-49,11.32,24.39,23.57,16.67,23.08,33.83,22.04,29.57
50-54,14.65,31.19,20.00,37.50,20.55,39.61,20.51,35.43
55-59,19.55,35.00,24.11,0.00,26.15,43.95,26.30,39.93
60-64,25.00,41.40,33.01,25.00,20.78,47.30,24.18,43.96
65-OVER,23.50,43.95,24.68,60.00,15.49,50.15,32.52,47.83
TOTAL,15.08,23.43,17.83,23.53,15.47,34.38,16.49,29.39
