AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,7.10,0.00,0.00,8.33,19.16,9.23,14.39
25-29,0.00,6.65,0.00,0.00,0.00,17.86,6.38,13.13
30-34,0.00,15.09,0.00,0.00,0.00,24.01,24.44,20.90
35-39,100.0,14.88,50.00,0.00,66.67,34.39,26.09,28.98
40-44,20.00,20.62,80.00,0.00,16.67,35.33,8.70,30.73
45-49,0.00,18.55,0.00,0.00,33.33,38.98,33.33,33.69
50-54,0.00,24.58,0.00,0.00,50.00,41.67,28.57,36.66
55-59,0.00,32.33,0.00,0.00,50.00,48.89,28.57,44.08
60-64,50.00,35.21,0.00,0.00,60.00,51.45,25.81,46.87
65-OVER,28.57,33.93,0.00,0.00,0.00,51.55,26.09,47.47
TOTAL,21.43,21.08,9.80,0.00,24.14,39.93,20.58,34.20
