AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.02,8.93,19.66,0.00,9.76,18.41,10.75,15.30
25-29,8.03,10.65,14.86,0.00,16.67,19.18,17.68,17.48
30-34,9.62,12.53,14.10,0.00,6.67,24.67,17.90,21.99
35-39,14.49,20.73,14.18,100.0,27.27,29.41,16.72,26.87
40-44,4.76,22.70,17.05,0.00,13.64,33.83,23.14,30.58
45-49,10.00,23.99,19.23,0.00,13.64,35.03,20.61,31.69
50-54,11.32,24.75,15.53,0.00,11.54,38.75,22.96,34.72
55-59,10.20,31.38,25.00,100.0,30.77,43.64,29.85,40.57
60-64,6.25,39.87,28.57,0.00,47.06,50.04,27.74,46.89
65-OVER,15.94,34.28,20.43,0.00,32.00,53.89,41.73,50.74
TOTAL,9.59,22.69,17.87,15.79,18.77,36.41,21.06,32.54
