PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,200.0,300.0,0.00,266.67
EAST MACON 1,12.37,19.52,0.00,16.49
EAST MACON 2,24.25,32.59,0.00,29.18
EAST MACON 3,29.74,32.77,0.00,31.42
EAST MACON 4,24.46,34.65,0.00,30.33
EAST MACON 5,28.90,34.70,0.00,32.04
GODFREY 1,17.93,24.79,0.00,21.94
GODFREY 2,13.13,18.29,0.00,15.98
GODFREY 3,17.78,24.77,0.00,21.96
GODFREY 4,15.27,21.48,0.00,19.13
GODFREY 5,21.33,28.69,0.00,25.78
HAZZARD 1,19.50,28.95,0.00,25.16
HAZZARD 2,30.84,32.92,0.00,32.01
HAZZARD 3,27.54,30.26,100.0,29.12
HAZZARD 4,46.08,48.18,0.00,47.12
HAZZARD 5,40.87,42.82,0.00,41.92
HOWARD 1,41.55,41.36,0.00,41.44
HOWARD 2,40.57,42.20,0.00,41.47
HOWARD 3,37.64,37.17,40.00,37.38
HOWARD 4,38.82,41.59,0.00,40.32
HOWARD 5,32.26,35.73,0.00,34.25
HOWARD 6,40.29,40.45,0.00,40.38
HOWARD 7,46.22,46.66,0.00,46.46
RUTLAND 1,43.56,42.97,0.00,43.23
RUTLAND 2,35.39,37.89,100.0,36.73
VINEVILLE 1,25.45,27.39,0.00,26.46
VINEVILLE 2,27.54,32.44,0.00,30.35
VINEVILLE 3,19.20,27.33,0.00,24.00
VINEVILLE 4,23.61,32.10,0.00,28.65
VINEVILLE 5,41.98,43.24,0.00,42.68
VINEVILLE 6,41.99,41.46,100.0,41.72
VINEVILLE 7,30.71,35.34,0.00,33.41
WARRIOR 1,41.48,39.11,0.00,40.20
WARRIOR 2,41.87,42.89,0.00,42.42
TOTAL,31.00,34.10,20.69,32.76
