AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.50,13.72,19.44,11.76,14.91,20.19,13.84,17.57
25-29,9.48,18.84,11.32,0.00,13.93,17.00,13.79,16.58
30-34,9.28,22.88,15.38,0.00,19.44,24.59,22.07,23.25
35-39,17.86,30.33,28.45,33.33,33.33,33.62,27.24,31.35
40-44,10.69,37.41,30.97,0.00,35.14,37.24,31.27,35.66
45-49,18.01,40.57,28.65,0.00,32.50,42.65,35.21,40.30
50-54,24.31,44.36,29.67,33.33,35.79,49.21,39.34,46.22
55-59,23.68,51.57,34.55,100.0,46.05,53.98,40.15,51.44
60-64,24.00,58.39,35.71,0.00,38.98,59.59,48.85,57.67
65-OVER,28.48,60.89,33.33,0.00,50.42,62.14,46.92,60.17
TOTAL,17.66,39.64,25.62,13.51,30.39,45.45,31.59,41.73
