AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.98,2.78,0.00,2.78,18.98,10.78,15.11
25-29,11.76,8.02,14.71,0.00,16.67,15.32,13.33,14.11
30-34,16.67,12.95,14.71,100.0,15.79,22.48,16.19,20.66
35-39,33.33,14.60,5.77,100.0,25.00,26.10,18.60,23.75
40-44,4.35,18.10,18.42,0.00,33.33,29.35,19.27,26.83
45-49,35.71,22.37,29.17,0.00,13.33,34.24,21.86,31.76
50-54,5.56,23.26,28.95,25.00,23.08,38.60,23.36,35.69
55-59,30.00,29.21,25.93,50.00,30.00,42.73,23.37,39.87
60-64,20.00,30.80,41.18,0.00,0.00,49.75,33.33,46.44
65-OVER,27.78,34.23,30.00,20.00,44.44,51.98,32.74,49.17
TOTAL,15.95,20.33,19.19,26.92,17.57,34.69,18.40,31.28
