AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.960,0.00,50.00,0.00,16.29,6.520,12.52
25-29,0.00,2.080,10.00,0.00,0.00,16.82,14.29,13.36
30-34,0.00,2.300,40.00,0.00,0.00,24.40,12.50,19.47
35-39,33.33,2.500,40.00,0.00,0.00,32.03,25.00,26.99
40-44,33.33,10.00,14.29,0.00,0.00,35.85,29.17,31.35
45-49,0.00,8.570,33.33,0.00,0.00,36.47,10.34,31.20
50-54,0.00,5.190,0.00,0.00,0.00,36.53,18.18,30.33
55-59,0.00,14.67,40.00,0.00,0.00,42.17,30.43,37.25
60-64,0.00,16.46,0.00,0.00,0.00,46.10,38.89,41.50
65-OVER,0.00,17.83,0.00,0.00,0.00,48.58,35.29,45.11
TOTAL,12.50,8.340,18.00,33.33,0.00,36.58,20.30,31.34
