AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.670,9.660,4.350,0.00,6.250,17.33,13.99,15.27
25-29,20.00,12.84,8.330,0.00,0.00,17.06,21.43,16.28
30-34,13.33,18.24,13.79,0.00,11.76,24.39,14.74,22.38
35-39,4.350,22.37,7.140,0.00,8.330,30.22,21.90,27.52
40-44,8.000,30.71,28.00,0.00,8.330,33.56,25.74,32.16
45-49,11.76,29.49,16.67,0.00,20.00,39.15,31.96,36.37
50-54,28.57,40.49,16.67,0.00,33.33,43.70,26.32,42.21
55-59,6.250,37.76,41.67,0.00,23.08,49.58,26.58,46.28
60-64,23.53,48.31,42.86,100.0,37.50,51.67,51.02,50.83
65-OVER,8.330,44.65,12.50,0.00,30.77,52.46,28.95,50.49
TOTAL,12.14,29.16,16.13,9.090,16.91,37.60,24.31,35.03
