AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,8.110,0.00,33.33,0.00,23.06,17.07,21.58
25-29,0.00,10.99,0.00,0.00,0.00,19.22,17.11,18.46
30-34,0.00,15.52,10.00,0.00,0.00,27.72,28.79,26.92
35-39,33.33,13.73,20.00,0.00,16.67,31.67,21.31,30.23
40-44,0.00,16.00,20.00,0.00,60.00,36.78,23.19,35.17
45-49,0.00,20.59,0.00,0.00,0.00,41.65,24.59,39.73
50-54,100.0,24.66,0.00,0.00,50.00,42.89,30.88,41.42
55-59,16.67,31.51,66.67,0.00,66.67,47.03,29.41,45.55
60-64,0.00,37.29,100.0,0.00,50.00,52.77,33.33,50.97
65-OVER,7.140,33.33,20.00,0.00,16.67,55.45,31.58,53.87
TOTAL,9.230,22.04,12.90,11.11,21.57,40.45,24.68,38.70
