AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.48,5.56,0.00,17.65,18.36,15.65,16.46
25-29,0.00,7.34,5.26,0.00,11.11,11.91,16.92,11.34
30-34,6.67,6.35,25.00,0.00,0.00,20.75,13.04,18.65
35-39,0.00,14.29,11.11,0.00,0.00,24.84,19.15,23.03
40-44,9.09,11.85,0.00,0.00,16.67,29.07,6.52,25.83
45-49,0.00,19.12,0.00,0.00,0.00,32.87,8.33,29.98
50-54,0.00,17.33,0.00,0.00,50.00,35.43,9.30,32.31
55-59,0.00,27.56,14.29,0.00,33.33,39.68,29.17,37.87
60-64,20.00,25.17,50.00,0.00,50.00,46.73,29.27,43.86
65-OVER,20.00,30.23,16.67,100.0,25.00,45.50,35.53,44.11
TOTAL,4.04,17.91,9.89,25.00,16.39,34.02,19.01,31.47
