PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNEX,45.11,45.14,0.00,45.08
COLHAM FERRY,45.78,47.72,33.33,46.76
ANTIOCH,46.84,42.79,0.00,44.73
FARMINGTON,45.03,48.38,0.00,46.64
BISHOP,41.66,43.49,0.00,42.60
HIGH SHOALS,47.24,47.79,100.0,47.61
NORTH OCONEE,40.41,40.58,0.00,40.46
DARK CORNER,44.34,47.08,0.00,45.72
BOGART,41.09,41.39,0.00,41.21
MALCOM BRIDGE,41.54,42.00,40.00,41.79
ATHENS ACADEMY,42.37,44.55,14.29,43.40
CIVIC CENTER,45.61,46.75,55.56,46.23
CITY HALL,40.76,42.93,25.00,41.93
99999,0.00,0.00,0.00,0.00
TOTAL,43.62,44.59,33.33,44.11
