PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,1.000,2.000
BA,0.00,13.00,15.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,3.000,2.000,0.00,2.000,1.000,1.000,299.0,272.0,0.00,279.0,190.0,1080.0
BV,0.00,7.000,6.000,0.00,1.000,0.00,0.00,0.00,0.00,0.00,2.000,2.000,0.00,1.000,0.00,0.00,235.0,213.0,0.00,54.00,59.00,580.0
CN,0.00,23.00,24.00,0.00,2.000,0.00,0.00,0.00,0.00,0.00,3.000,2.000,0.00,2.000,1.000,0.00,165.0,141.0,0.00,944.0,631.0,1938.0
CS,0.00,62.00,39.00,0.00,4.000,3.000,0.00,0.00,1.000,0.00,8.000,7.000,0.00,12.00,10.00,0.00,865.0,722.0,0.00,956.0,671.0,3360.0
CT,0.00,3.000,8.000,0.00,1.000,0.00,0.00,0.00,0.00,0.00,5.000,5.000,0.00,0.00,1.000,0.00,179.0,149.0,0.00,0.00,1.000,352.0
HF,0.00,7.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.000,1.000,0.00,1.000,1.000,0.00,136.0,120.0,0.00,37.00,34.00,346.0
HI,0.00,1.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,60.00,0.00,5.000,5.000,151.0
LS,0.00,20.00,22.00,0.00,4.000,0.00,0.00,1.000,0.00,0.00,3.000,5.000,0.00,2.000,2.000,0.00,480.0,436.0,0.00,104.0,77.00,1156.0
PC,0.00,2.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,2.000,0.00,0.00,0.00,0.00,69.00,62.00,0.00,7.000,11.00,157.0
PE,0.00,51.00,57.00,0.00,1.000,1.000,0.00,1.000,0.00,0.00,18.00,18.00,0.00,5.000,2.000,1.000,827.0,700.0,0.00,1010.0,594.0,3286.0
SC,0.00,5.000,5.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,3.000,0.00,0.00,0.00,0.00,151.0,147.0,0.00,35.00,24.00,371.0
TOTAL,0.00,194.0,185.0,0.00,15.00,5.000,0.00,2.000,2.000,0.00,47.00,47.00,0.00,25.00,18.00,2.000,3485.0,3023.0,0.00,3431.0,2298.0,12779.0
