AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.49,33.33,0.00,16.67,13.30,12.50,8.62
25-29,0.00,5.81,0.00,0.00,0.00,17.19,5.00,10.09
30-34,0.00,12.43,0.00,0.00,0.00,21.59,22.22,16.03
35-39,0.00,16.12,0.00,0.00,50.00,26.64,30.00,20.67
40-44,0.00,20.49,0.00,0.00,0.00,36.12,37.50,27.69
45-49,0.00,19.44,0.00,0.00,0.00,34.89,33.33,26.39
50-54,0.00,19.57,0.00,0.00,0.00,42.17,14.29,30.78
55-59,0.00,22.29,50.00,0.00,0.00,46.01,25.00,33.90
60-64,0.00,31.13,0.00,0.00,0.00,53.95,42.86,44.46
65-OVER,0.00,27.55,0.00,0.00,0.00,49.82,23.08,41.57
TOTAL,0.00,17.91,9.52,0.00,11.76,38.97,20.79,28.22
