AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.200,30.77,0.00,0.00,19.34,10.00,13.90
25-29,0.00,10.81,11.11,0.00,0.00,21.50,12.50,15.73
30-34,0.00,11.18,0.00,0.00,25.00,23.15,0.00,17.41
35-39,0.00,20.00,0.00,0.00,0.00,29.44,30.00,25.33
40-44,0.00,20.00,25.00,0.00,0.00,39.52,41.67,32.21
45-49,0.00,20.51,16.67,0.00,0.00,37.10,42.86,31.06
50-54,100.0,33.33,50.00,0.00,100.0,39.40,30.00,37.55
55-59,100.0,31.35,0.00,0.00,0.00,45.60,20.00,40.42
60-64,0.00,40.67,0.00,0.00,100.0,47.98,57.14,45.95
65-OVER,0.00,31.69,25.00,0.00,0.00,47.26,32.26,43.61
TOTAL,33.33,22.65,21.28,0.00,18.18,39.52,25.95,33.40
