AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,30.40,0.00,25.50
25-29,0.00,7.140,0.00,0.00,0.00,20.33,50.00,19.86
30-34,0.00,14.29,0.00,0.00,0.00,33.93,66.67,33.61
35-39,0.00,20.00,0.00,0.00,0.00,33.58,20.00,32.21
40-44,0.00,0.00,0.00,0.00,0.00,48.25,0.00,43.40
45-49,0.00,30.00,0.00,0.00,0.00,39.29,12.50,37.23
50-54,0.00,25.00,0.00,0.00,0.00,48.97,75.00,46.24
55-59,0.00,31.25,0.00,0.00,0.00,47.62,0.00,45.70
60-64,0.00,40.00,0.00,0.00,0.00,51.80,42.86,50.99
65-OVER,0.00,11.11,0.00,0.00,0.00,56.08,16.67,53.48
TOTAL,0.00,17.21,0.00,0.00,0.00,43.77,24.07,41.26
