PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ODUM,43.85,39.79,0.00,41.71
MADRAY SPRINGS,40.82,38.97,0.00,39.80
OGLETHORPE,39.58,35.22,0.00,37.29
SCREVEN,35.83,32.52,0.00,34.06
RITCH,38.61,40.62,0.00,39.62
EMPIRE,39.37,38.16,0.00,38.74
RED HILL,29.49,27.07,0.00,28.17
ALTAMAHA,28.49,24.66,0.00,26.36
GARDI,40.36,33.44,0.00,36.67
MT PLEASANT,40.00,39.75,0.00,39.87
VFW,21.36,24.58,0.00,23.45
PINE STREET,31.57,29.91,0.00,30.60
UNITY,34.74,34.03,0.00,34.34
REC CENTER,37.82,32.75,0.00,35.02
EAST JESUP,25.42,30.59,0.00,28.47
TOTAL,35.03,32.03,0.00,33.37
