AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,8.930,0.00,0.00,0.00,17.47,11.35,13.97
25-29,0.00,11.94,20.00,0.00,9.090,12.71,13.51,12.60
30-34,0.00,17.24,14.29,0.00,9.090,24.51,15.93,21.50
35-39,50.00,19.23,16.67,0.00,14.29,30.88,22.22,26.91
40-44,0.00,22.04,12.50,0.00,25.00,33.81,24.18,30.12
45-49,40.00,28.19,40.00,0.00,10.00,39.48,30.00,36.13
50-54,40.00,33.44,14.29,100.0,33.33,46.71,25.71,42.03
55-59,100.0,30.79,40.00,100.0,33.33,48.92,40.45,43.93
60-64,0.00,46.72,80.00,0.00,0.00,56.94,35.94,53.21
65-OVER,33.33,41.89,68.75,0.00,57.14,57.81,48.13,54.36
TOTAL,25.81,26.80,29.79,28.57,13.48,40.76,27.08,36.21
