AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,7.830,8.820,0.00,21.05,14.20,10.64,11.01
25-29,14.29,9.520,10.81,0.00,18.18,15.15,11.67,12.34
30-34,12.50,15.68,7.690,0.00,25.00,19.31,20.75,17.74
35-39,0.00,15.50,14.29,0.00,20.00,24.21,16.22,20.11
40-44,0.00,22.51,23.53,0.00,62.50,31.83,12.50,27.08
45-49,16.67,22.22,7.140,0.00,0.00,36.69,15.79,29.54
50-54,14.29,28.25,0.00,0.00,27.27,39.04,32.00,34.22
55-59,20.00,28.78,27.27,0.00,50.00,43.36,24.14,37.51
60-64,50.00,34.52,0.00,0.00,0.00,47.72,21.74,42.04
65-OVER,0.00,32.14,42.86,0.00,0.00,48.81,19.48,43.59
TOTAL,13.46,21.48,13.10,0.00,23.29,35.87,17.67,29.47
