AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.22,11.92,16.91,15.38,13.33,20.72,11.61,15.27
25-29,9.790,11.78,11.08,25.00,10.50,16.25,12.47,13.69
30-34,5.230,18.28,15.60,16.67,10.92,24.11,18.14,20.29
35-39,9.500,26.11,15.66,66.67,13.03,30.02,22.90,26.53
40-44,9.960,32.66,24.16,0.00,18.79,36.78,24.90,32.57
45-49,15.25,34.63,16.95,50.00,22.30,41.21,29.09,36.12
50-54,15.91,38.77,25.95,0.00,29.35,46.34,31.53,41.09
55-59,20.75,41.30,29.31,0.00,24.66,48.73,36.34,44.16
60-64,22.01,46.02,23.74,0.00,28.82,54.00,40.55,49.16
65-OVER,19.72,48.98,30.14,33.33,28.57,55.64,43.55,52.16
TOTAL,14.38,30.29,19.66,19.05,19.00,40.47,25.09,33.91
