AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,17.83,8.83,19.20,11.48,15.17,22.95,14.24,14.69
25-29,16.64,9.74,20.26,15.79,14.93,24.79,16.38,16.51
30-34,16.36,15.74,21.04,12.90,15.85,25.29,18.38,19.73
35-39,17.54,20.63,22.01,20.00,18.00,28.70,21.18,23.39
40-44,17.93,23.71,24.68,14.29,21.52,32.88,22.70,26.75
45-49,18.47,26.36,28.18,14.81,21.12,37.44,24.49,30.49
50-54,20.09,28.41,29.20,14.29,26.82,42.69,25.72,34.24
55-59,16.89,32.32,25.04,13.33,30.72,46.84,28.05,38.17
60-64,16.34,40.01,27.07,13.33,27.90,50.50,31.18,43.45
65-OVER,17.14,45.58,25.47,14.29,29.20,51.03,35.57,46.77
TOTAL,17.67,24.78,23.24,14.39,20.82,37.87,22.68,29.52
