AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,14.08,9.980,14.84,10.00,13.86,20.76,12.88,14.05
25-29,12.17,11.49,10.68,5.260,11.87,18.38,12.89,14.66
30-34,11.74,15.16,10.74,20.00,13.57,21.13,15.20,18.02
35-39,10.56,20.49,10.84,20.00,19.14,25.68,15.93,22.43
40-44,12.12,24.49,16.91,16.67,17.69,33.17,19.46,28.28
45-49,16.25,28.45,17.97,0.00,28.10,37.00,19.71,31.97
50-54,13.57,33.35,19.43,20.00,18.64,41.84,25.03,36.86
55-59,25.32,36.91,25.93,42.86,24.55,47.27,27.45,41.87
60-64,23.68,44.52,20.18,30.00,32.94,53.00,31.87,48.51
65-OVER,19.91,49.36,24.73,26.67,26.36,57.46,39.61,54.08
TOTAL,15.37,26.83,15.04,15.75,17.63,39.04,19.74,32.37
