AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,13.48,11.31,18.06,14.09,14.61,23.62,11.92,16.66
25-29,9.600,11.00,13.22,7.140,13.60,19.97,11.94,15.11
30-34,8.420,17.46,16.12,4.840,15.04,25.70,14.46,19.72
35-39,11.13,22.14,18.40,16.18,20.94,30.49,17.91,23.95
40-44,12.26,26.63,20.85,18.84,23.49,35.52,19.64,27.94
45-49,12.08,30.42,22.72,18.06,27.85,41.66,22.56,33.12
50-54,13.77,34.52,23.32,22.22,27.82,47.80,27.12,38.88
55-59,11.29,36.39,23.57,13.46,29.43,51.99,28.12,42.92
60-64,10.62,39.56,25.52,17.02,29.06,55.39,31.30,46.57
65-OVER,9.230,41.80,24.50,20.55,28.38,56.58,33.91,48.93
TOTAL,11.18,25.75,19.61,15.02,22.09,42.17,20.09,31.87
