AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.81,20.00,0.00,11.11,19.17,13.08,13.77
25-29,0.00,12.39,0.00,0.00,0.00,15.77,10.87,13.63
30-34,33.33,14.63,12.50,0.00,50.00,20.90,11.84,17.82
35-39,0.00,19.73,22.22,0.00,0.00,25.34,16.95,22.30
40-44,0.00,22.22,33.33,0.00,0.00,33.60,19.44,27.69
45-49,33.33,29.46,0.00,0.00,50.00,39.25,15.62,33.88
50-54,0.00,33.85,0.00,0.00,50.00,41.13,23.21,37.59
55-59,100.0,33.97,20.00,0.00,33.33,44.70,29.23,40.02
60-64,50.00,38.84,0.00,0.00,100.0,51.31,35.09,46.09
65-OVER,33.33,37.65,0.00,0.00,12.50,51.47,31.58,46.58
TOTAL,20.83,26.40,10.71,0.00,27.91,39.37,20.05,33.26
