AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.550,9.380,23.53,33.33,8.330,19.82,11.46,15.00
25-29,9.090,8.760,11.86,0.00,7.690,17.23,10.39,13.31
30-34,16.67,13.79,10.20,0.00,13.04,22.58,11.31,18.35
35-39,10.00,16.74,23.08,0.00,3.570,28.96,13.48,23.29
40-44,9.090,19.88,12.82,0.00,26.09,35.32,20.16,28.63
45-49,28.57,27.33,18.37,0.00,25.00,40.08,18.12,34.35
50-54,20.83,25.14,37.04,0.00,21.43,43.95,15.07,36.17
55-59,11.11,33.15,26.92,0.00,35.00,49.06,24.41,42.91
60-64,40.00,37.25,30.43,0.00,8.330,57.36,23.00,50.02
65-OVER,25.64,40.87,46.67,50.00,40.00,55.97,43.43,52.55
TOTAL,17.56,23.15,21.83,15.79,17.50,41.61,18.76,34.32
