AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.83,0.00,0.00,0.00,16.60,8.70,11.11
25-29,0.00,6.73,0.00,0.00,0.00,18.87,12.00,12.61
30-34,0.00,12.50,0.00,0.00,100.0,19.69,17.65,16.71
35-39,0.00,17.20,0.00,0.00,0.00,22.99,10.00,19.36
40-44,50.00,14.05,0.00,0.00,0.00,27.80,18.18,22.44
45-49,0.00,12.50,100.0,0.00,100.0,38.19,10.53,26.61
50-54,0.00,19.27,0.00,0.00,0.00,36.99,11.11,28.11
55-59,0.00,23.16,0.00,0.00,0.00,41.11,18.18,32.78
60-64,0.00,32.46,0.00,0.00,100.0,46.81,26.67,40.70
65-OVER,0.00,31.92,0.00,0.00,0.00,46.26,17.24,41.10
TOTAL,9.09,18.81,10.00,0.00,37.50,35.31,13.89,27.82
