AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.430,0.00,0.00,0.00,18.16,13.04,10.81
25-29,0.00,5.360,0.00,0.00,28.57,16.35,8.700,9.740
30-34,10.00,6.530,14.29,0.00,33.33,20.86,0.00,12.93
35-39,0.00,9.880,0.00,0.00,16.67,24.54,12.50,16.41
40-44,0.00,12.14,0.00,0.00,0.00,27.40,15.38,20.15
45-49,16.67,16.08,25.00,0.00,0.00,35.91,20.00,27.05
50-54,0.00,18.45,0.00,50.00,0.00,42.08,16.67,30.97
55-59,14.29,22.27,0.00,0.00,50.00,40.00,22.22,32.34
60-64,66.67,23.06,0.00,0.00,100.0,51.55,9.520,40.70
65-OVER,31.25,25.49,0.00,0.00,33.33,51.44,34.88,44.05
TOTAL,14.08,13.97,4.620,33.33,20.51,37.83,17.43,27.03
