AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,16.67,0.00,0.00,0.00,18.60,14.29,17.16
25-29,0.00,13.95,0.00,0.00,0.00,19.40,0.00,15.72
30-34,0.00,14.49,0.00,0.00,50.00,29.03,0.00,21.32
35-39,0.00,24.39,100.0,0.00,100.0,29.41,0.00,27.45
40-44,0.00,24.19,33.33,0.00,0.00,33.78,0.00,28.47
45-49,0.00,26.87,0.00,0.00,0.00,48.91,0.00,38.41
50-54,0.00,29.46,0.00,0.00,0.00,51.96,50.00,40.18
55-59,0.00,36.27,0.00,0.00,0.00,57.94,0.00,47.14
60-64,0.00,46.30,0.00,0.00,0.00,54.08,60.00,50.24
65-OVER,0.00,46.92,0.00,0.00,0.00,52.01,50.00,49.91
TOTAL,0.00,31.51,16.67,0.00,25.00,43.84,32.00,37.60
