AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.54,9.52,0.00,20.00,16.67,5.71,12.08
25-29,0.00,7.57,7.69,0.00,0.00,15.35,11.11,11.58
30-34,0.00,13.92,0.00,0.00,33.33,24.52,15.00,19.25
35-39,0.00,16.79,0.00,0.00,100.0,24.73,12.50,20.67
40-44,50.00,21.43,10.00,0.00,33.33,29.95,25.00,26.58
45-49,0.00,23.20,0.00,0.00,0.00,40.96,30.77,34.15
50-54,33.33,27.82,11.11,0.00,0.00,37.93,31.25,33.68
55-59,0.00,35.84,16.67,0.00,33.33,38.26,18.18,36.71
60-64,25.00,39.56,0.00,0.00,0.00,46.69,20.00,43.51
65-OVER,0.00,41.25,22.22,0.00,100.0,46.13,25.00,44.55
TOTAL,8.57,24.40,7.02,0.00,25.00,35.52,18.32,30.73
