AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.660,10.17,0.00,0.00,14.79,6.980,11.50
25-29,0.00,7.950,14.89,0.00,0.00,16.04,6.560,13.10
30-34,0.00,9.090,3.850,0.00,27.27,21.90,11.90,18.04
35-39,0.00,14.52,4.350,0.00,33.33,28.34,12.50,23.41
40-44,0.00,16.06,16.67,0.00,50.00,31.28,28.21,27.99
45-49,0.00,17.75,5.560,100.0,33.33,37.06,16.67,32.00
50-54,0.00,25.32,11.11,0.00,0.00,38.20,26.47,33.94
55-59,0.00,25.33,7.140,100.0,100.0,39.19,23.68,35.03
60-64,50.00,29.38,22.22,0.00,25.00,48.47,25.00,43.16
65-OVER,22.22,35.89,11.76,0.00,0.00,47.64,40.00,44.94
TOTAL,9.090,20.84,10.61,40.00,16.98,35.45,17.09,30.83
