AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.59,8.76,0.00,8.33,17.24,15.65,15.63
25-29,0.00,4.20,13.69,0.00,5.00,15.17,22.06,14.50
30-34,10.00,18.48,16.11,0.00,12.50,22.49,20.34,21.78
35-39,23.08,13.92,11.64,0.00,0.00,28.81,21.28,26.91
40-44,4.35,23.96,13.98,0.00,27.27,33.48,19.51,31.83
45-49,11.76,19.53,19.01,0.00,6.67,37.22,16.67,34.96
50-54,25.00,27.21,16.47,0.00,20.00,41.68,23.08,39.80
55-59,11.11,26.00,18.03,0.00,9.09,43.96,23.26,42.05
60-64,14.29,38.16,7.89,0.00,20.00,49.63,25.71,48.02
65-OVER,15.00,42.63,17.39,66.67,12.50,49.74,24.62,48.71
TOTAL,10.76,22.32,13.72,12.50,11.21,36.11,19.64,34.04
