AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.520,9.500,15.98,7.690,16.67,25.00,13.89,19.98
25-29,7.290,8.940,11.15,40.00,11.82,20.17,15.07,17.35
30-34,11.54,14.19,14.38,16.67,15.58,26.42,18.10,23.04
35-39,10.67,22.24,12.02,33.33,16.09,31.02,20.70,27.18
40-44,8.490,22.71,11.11,12.50,15.66,37.32,25.09,32.74
45-49,14.55,24.06,17.92,50.00,24.66,42.43,24.67,37.48
50-54,14.63,26.92,18.00,25.00,26.03,46.68,30.64,42.02
55-59,25.29,29.17,18.01,0.00,21.88,49.08,30.39,44.73
60-64,16.13,39.34,19.74,33.33,29.82,55.38,37.31,51.82
65-OVER,10.67,35.72,20.50,20.00,33.87,56.68,48.25,54.33
TOTAL,12.45,23.06,15.06,20.69,19.93,42.98,25.43,37.67
