AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.130,10.39,13.28,0.00,15.13,20.43,14.04,17.48
25-29,9.680,10.70,10.17,0.00,15.00,19.97,16.78,17.45
30-34,16.22,14.69,16.15,50.00,22.64,25.07,22.64,22.76
35-39,16.44,20.30,20.67,0.00,20.63,31.22,19.70,27.79
40-44,15.53,22.11,20.71,50.00,19.18,34.87,24.43,31.20
45-49,17.98,26.28,26.58,0.00,22.45,40.28,29.01,36.68
50-54,16.00,30.47,22.67,0.00,35.29,43.85,32.86,40.27
55-59,13.56,34.36,28.57,0.00,39.29,47.10,31.50,43.33
60-64,7.140,39.90,25.74,0.00,35.14,51.25,35.64,47.80
65-OVER,25.00,44.39,32.52,0.00,40.43,57.88,42.68,54.92
TOTAL,14.81,25.69,21.12,10.53,24.20,39.99,26.23,35.89
