AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.560,5.800,19.60,0.00,13.95,20.73,12.23,16.70
25-29,4.080,6.970,10.75,0.00,7.890,16.61,13.49,14.32
30-34,10.64,11.39,9.700,0.00,11.76,23.85,16.19,20.68
35-39,11.11,13.41,13.39,0.00,11.76,29.14,18.35,25.38
40-44,11.63,15.46,10.53,33.33,4.550,33.13,16.67,28.86
45-49,21.88,19.21,10.98,0.00,14.29,36.23,19.40,32.56
50-54,16.28,22.94,12.05,25.00,11.11,39.91,23.40,36.35
55-59,6.980,27.63,15.38,0.00,7.140,46.17,28.50,42.22
60-64,16.67,35.06,18.18,0.00,0.00,51.56,34.02,48.67
65-OVER,21.57,36.55,25.76,33.33,41.67,49.75,36.73,47.95
TOTAL,12.41,20.30,14.17,11.11,11.79,38.19,18.58,33.95
