PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,28.03,29.45,0.00,28.79
02,24.05,28.41,0.00,26.65
03,30.34,31.74,0.00,31.10
04,43.34,44.24,0.00,43.81
05,34.11,39.84,0.00,37.43
06,36.94,37.31,0.00,37.15
07,26.98,32.45,0.00,30.17
08,29.83,36.04,0.00,33.46
09,37.90,40.00,0.00,39.06
10,18.79,28.03,0.00,24.39
11,27.87,37.99,0.00,33.74
12,16.64,25.23,0.00,21.93
13,11.91,21.71,0.00,17.52
14,15.25,26.45,50.00,21.89
15,14.29,17.37,0.00,16.03
16,4.630,9.700,0.00,7.230
17,16.58,25.52,0.00,22.09
18,19.00,25.23,0.00,22.73
19,27.48,35.31,0.00,31.66
20,33.68,36.05,100.0,34.96
21,31.73,32.66,0.00,32.22
22,16.33,21.80,0.00,19.54
23,27.38,29.34,0.00,28.45
24,16.57,23.68,0.00,20.91
25,46.28,45.63,0.00,45.94
26,33.11,40.10,0.00,37.09
27,34.66,38.41,0.00,36.68
28,8.220,12.22,0.00,10.76
99999,0.00,0.00,0.00,0.00
TOTAL,26.47,30.68,6.670,28.88
