AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,29.63,8.43,19.19,100.0,25.97,23.43,14.88,17.01
25-29,7.14,5.42,13.43,0.00,7.58,13.76,9.18,10.80
30-34,3.85,10.30,13.79,0.00,18.18,21.67,20.54,18.32
35-39,18.75,12.56,12.90,0.00,19.23,30.45,18.46,24.19
40-44,21.43,19.14,20.69,0.00,11.11,32.56,20.16,28.00
45-49,9.09,18.50,23.53,0.00,14.29,37.63,23.79,31.83
50-54,40.00,19.74,33.33,0.00,23.08,43.82,29.17,36.84
55-59,22.22,22.69,20.00,0.00,11.11,45.12,20.22,38.01
60-64,14.29,25.87,30.77,0.00,12.50,51.76,25.95,44.10
65-OVER,22.73,29.91,20.00,100.0,30.43,51.38,32.56,46.51
TOTAL,16.52,15.20,18.60,20.00,18.35,35.32,19.22,28.52
