AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,10.81,10.49,7.29,33.33,12.50,18.57,12.46,15.90
25-29,4.76,6.61,6.52,25.00,12.90,14.52,14.16,12.93
30-34,8.33,10.88,12.77,0.00,16.67,19.84,15.23,17.76
35-39,14.29,12.54,11.94,0.00,7.69,24.53,17.28,21.55
40-44,8.33,18.77,12.50,50.00,27.27,27.70,22.58,25.43
45-49,6.06,19.55,22.41,0.00,6.67,31.80,26.72,28.71
50-54,18.52,27.75,22.22,0.00,31.58,38.65,23.56,35.39
55-59,15.38,30.74,37.50,33.33,22.22,41.17,30.56,38.80
60-64,20.00,32.20,29.63,0.00,20.00,49.02,28.89,45.41
65-OVER,19.05,42.86,23.53,0.00,21.43,49.72,36.11,47.80
TOTAL,11.69,21.02,15.78,22.22,16.14,32.96,21.26,29.56
