AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.00,8.86,18.75,33.33,5.77,17.68,12.67,13.75
25-29,3.45,11.15,11.11,0.00,5.77,16.60,11.22,13.83
30-34,5.56,15.09,5.00,0.00,9.09,24.15,16.58,20.01
35-39,28.57,20.41,19.23,0.00,18.18,28.94,20.65,25.18
40-44,22.22,23.70,23.08,0.00,23.81,33.53,20.12,29.32
45-49,15.15,25.46,29.63,0.00,25.00,41.35,26.92,35.20
50-54,4.00,30.78,20.59,100.0,7.69,45.28,30.54,39.26
55-59,4.17,32.88,28.00,0.00,46.15,46.29,32.48,41.34
60-64,5.88,37.50,28.57,0.00,30.00,54.13,30.84,48.03
65-OVER,30.00,39.86,16.67,0.00,22.22,53.13,34.01,49.47
TOTAL,12.92,24.29,18.52,15.38,14.59,39.40,21.75,33.29
