AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,6.670,23.81,100.0,9.090,21.41,15.00,20.45
25-29,33.33,0.00,4.550,0.00,37.50,19.02,11.00,18.19
30-34,14.29,11.11,9.090,0.00,12.50,21.98,10.45,21.05
35-39,0.00,6.250,20.00,100.0,50.00,28.51,21.88,28.03
40-44,20.00,0.00,26.67,0.00,33.33,33.62,25.42,32.84
45-49,14.29,11.11,15.79,0.00,40.00,36.74,20.93,35.85
50-54,0.00,10.00,45.00,0.00,33.33,42.30,36.21,41.76
55-59,10.00,33.33,27.78,0.00,50.00,46.66,32.20,45.70
60-64,66.67,7.140,28.57,0.00,50.00,51.29,40.48,50.63
65-OVER,33.33,28.57,64.00,0.00,25.00,55.00,42.22,54.56
TOTAL,20.29,14.19,28.32,30.00,29.03,40.98,23.42,39.88
