AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.71,10.53,0.00,9.38,17.02,11.15,15.04
25-29,28.57,4.46,7.69,0.00,3.85,13.46,14.04,13.14
30-34,10.00,9.09,5.88,0.00,16.67,18.57,20.65,18.33
35-39,0.00,11.30,5.56,0.00,27.27,22.75,19.28,21.91
40-44,40.00,13.28,42.86,0.00,20.00,26.76,23.45,26.05
45-49,12.50,11.38,25.00,0.00,18.18,31.30,21.65,29.63
50-54,40.00,11.48,7.14,0.00,15.38,34.60,31.27,33.38
55-59,20.00,22.73,44.44,0.00,0.00,39.89,35.83,38.86
60-64,66.67,25.81,28.57,50.00,33.33,44.22,37.55,43.08
65-OVER,28.57,28.83,40.00,66.67,40.00,40.46,36.10,39.84
TOTAL,23.46,16.84,19.23,30.00,15.92,31.39,23.15,30.00
