AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.630,4.710,6.520,33.33,5.450,15.08,8.460,10.66
25-29,16.13,5.530,10.00,0.00,12.73,13.04,8.620,10.21
30-34,9.380,9.740,9.680,50.00,10.81,18.56,13.01,15.22
35-39,5.880,12.37,15.69,0.00,8.820,24.62,17.01,20.21
40-44,9.380,14.15,4.350,100.0,9.380,26.49,21.61,22.49
45-49,16.13,16.18,15.58,0.00,13.79,29.90,20.00,25.59
50-54,25.71,17.63,16.25,0.00,25.00,34.62,22.95,29.46
55-59,31.03,21.81,25.00,100.0,30.23,41.28,27.41,35.83
60-64,33.33,28.89,27.59,0.00,42.86,47.79,37.62,43.63
65-OVER,23.91,30.59,27.42,100.0,22.03,53.68,44.61,49.79
TOTAL,16.56,16.25,14.43,27.78,16.32,36.86,22.62,30.66
