AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,17.42,9.850,19.15,31.58,19.01,23.85,18.69,21.81
25-29,13.45,12.17,12.47,41.67,16.27,20.82,18.82,19.67
30-34,13.82,15.11,17.94,10.00,24.26,28.04,22.77,26.18
35-39,17.37,19.10,23.39,33.33,28.21,32.76,25.34,30.58
40-44,26.34,26.67,26.34,30.00,27.94,36.23,26.36,34.31
45-49,22.48,27.45,29.10,50.00,31.29,40.52,29.63,38.36
50-54,23.15,31.35,29.79,33.33,36.30,46.31,32.34,43.99
55-59,22.95,28.62,24.90,50.00,41.30,48.91,38.14,46.66
60-64,20.00,35.06,29.12,0.00,37.78,53.60,44.01,51.60
65-OVER,26.83,40.03,34.12,33.33,40.88,56.68,48.33,55.19
TOTAL,20.80,24.05,23.75,33.33,28.88,41.29,29.20,38.60
