AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,12.80,15.38,33.33,14.29,23.81,21.19,21.07
25-29,0.00,13.81,31.25,0.00,0.00,25.25,22.22,21.77
30-34,0.00,17.65,37.50,0.00,0.00,33.22,24.56,28.70
35-39,25.00,20.54,11.11,0.00,0.00,36.05,10.81,30.52
40-44,12.50,25.52,42.86,0.00,50.00,44.53,36.67,40.34
45-49,0.00,25.31,0.00,0.00,0.00,46.75,30.30,41.17
50-54,0.00,32.06,60.00,100.0,50.00,49.43,21.21,44.62
55-59,42.86,38.52,44.44,0.00,0.00,52.98,40.35,48.71
60-64,0.00,38.98,100.0,0.00,100.0,62.92,39.02,57.25
65-OVER,0.00,42.92,80.00,0.00,57.14,64.18,46.91,60.18
TOTAL,13.33,28.71,37.50,40.00,25.00,48.85,29.96,43.48
