AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.11,3.17,9.30,0.00,22.22,12.36,3.08,8.27
25-29,25.00,5.35,7.27,0.00,0.00,11.39,7.76,9.22
30-34,20.00,6.76,0.00,0.00,0.00,12.08,13.40,10.28
35-39,0.00,11.11,3.03,0.00,22.22,14.25,12.94,12.79
40-44,7.14,10.12,13.79,100.0,42.86,22.78,15.79,18.80
45-49,11.11,15.62,12.50,66.67,25.00,28.47,12.70,23.25
50-54,16.67,20.54,18.52,100.0,0.00,32.81,21.15,27.96
55-59,0.00,19.05,0.00,0.00,50.00,37.01,20.45,29.28
60-64,0.00,28.89,40.00,0.00,33.33,38.26,20.00,34.47
65-OVER,14.29,22.10,8.33,0.00,50.00,41.91,22.22,36.38
TOTAL,10.81,13.70,8.84,44.44,19.72,25.60,12.72,20.60
