AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,14.00,9.140,19.86,30.00,9.770,20.67,12.77,17.12
25-29,5.560,10.56,13.47,0.00,11.63,18.46,14.89,16.49
30-34,9.430,18.00,18.75,0.00,9.090,26.05,20.89,23.72
35-39,14.29,22.02,22.49,33.33,16.67,29.57,22.13,26.97
40-44,20.29,25.19,22.22,0.00,23.91,34.07,25.80,31.08
45-49,22.81,28.63,27.96,0.00,33.33,38.57,27.53,35.53
50-54,26.83,30.85,26.79,0.00,30.14,43.01,26.17,39.19
55-59,10.00,32.98,31.63,50.00,33.73,45.80,31.59,42.48
60-64,29.63,35.80,32.86,0.00,39.47,49.08,36.41,46.10
65-OVER,18.60,38.73,29.33,20.00,43.14,52.33,39.66,49.78
TOTAL,17.10,24.57,23.23,18.75,22.51,37.04,23.63,33.23
