AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.75,8.77,13.11,19.23,7.29,14.93,7.39,9.12
25-29,6.40,9.65,11.02,0.00,8.78,12.23,7.26,9.55
30-34,4.92,13.40,13.89,0.00,14.67,14.89,9.83,13.01
35-39,4.08,19.06,12.84,0.00,14.83,17.44,12.82,17.89
40-44,3.44,24.31,15.22,0.00,16.25,20.25,15.78,22.44
45-49,3.90,28.17,15.64,0.00,14.81,29.37,18.04,26.51
50-54,6.91,31.79,15.15,11.11,20.44,34.34,20.18,30.30
55-59,9.96,37.30,25.10,25.00,29.45,39.83,21.56,35.75
60-64,8.80,43.03,23.56,0.00,29.50,46.37,23.34,40.93
65-OVER,7.33,45.17,23.90,33.33,21.43,48.75,29.62,43.63
TOTAL,6.47,24.41,15.36,12.82,15.99,36.01,14.92,24.38
