AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.73,12.49,29.67,55.56,34.17,40.15,27.63,30.71
25-29,13.23,10.95,17.29,33.33,16.67,22.90,18.89,19.35
30-34,14.53,15.86,20.65,100.0,25.00,24.81,20.03,21.93
35-39,12.66,17.41,23.02,0.00,34.52,30.96,23.66,26.14
40-44,28.57,21.49,20.22,0.00,27.78,35.80,23.20,29.83
45-49,22.92,24.39,21.50,50.00,20.51,39.55,27.50,32.71
50-54,23.64,26.87,25.81,0.00,34.04,44.03,24.58,35.36
55-59,20.31,31.56,33.77,0.00,24.07,48.08,34.63,40.17
60-64,31.58,38.14,20.00,0.00,12.90,53.55,38.19,47.30
65-OVER,29.29,43.04,30.43,100.0,28.00,55.20,39.53,51.32
TOTAL,23.41,23.40,24.15,50.00,26.29,38.62,25.05,32.46
