AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.250,8.530,16.14,0.00,11.54,21.63,13.71,18.21
25-29,12.00,8.600,12.21,0.00,10.71,18.57,16.94,17.02
30-34,5.410,11.22,14.71,0.00,21.62,26.67,19.97,23.62
35-39,0.00,14.87,17.86,0.00,35.14,31.14,21.26,27.88
40-44,3.230,20.71,10.85,25.00,30.00,36.63,21.96,32.70
45-49,22.22,28.85,17.78,20.00,33.33,39.54,25.00,36.72
50-54,33.33,28.64,18.81,0.00,17.24,43.78,26.98,40.33
55-59,16.67,31.21,19.18,16.67,20.00,48.31,28.02,44.81
60-64,4.000,36.08,27.27,25.00,46.15,52.77,31.23,49.47
65-OVER,7.890,40.32,26.03,40.00,11.76,52.53,35.00,50.38
TOTAL,11.41,22.84,16.75,13.95,20.69,39.37,22.21,35.47
