AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.52,8.34,11.11,0.00,11.32,22.35,15.25,18.09
25-29,2.08,8.57,7.04,0.00,8.33,20.91,15.99,17.57
30-34,13.51,13.95,14.29,0.00,25.00,28.99,22.48,25.27
35-39,19.23,19.47,25.45,0.00,20.93,34.47,24.31,30.45
40-44,15.38,22.62,31.11,0.00,34.29,39.51,26.07,34.73
45-49,19.23,26.50,32.00,0.00,18.18,44.35,30.09,39.27
50-54,22.22,27.43,24.39,0.00,24.24,47.82,30.21,42.24
55-59,29.41,29.64,28.12,0.00,38.10,53.70,33.67,48.17
60-64,19.05,37.09,40.74,0.00,48.15,58.99,42.79,54.37
65-OVER,24.24,38.61,38.60,0.00,37.04,59.68,45.36,56.11
TOTAL,16.25,23.34,22.80,0.00,23.69,44.38,27.27,38.62
