AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.79,12.26,23.60,10.53,20.57,20.76,15.84,19.38
25-29,12.43,16.97,14.58,22.22,12.35,19.70,22.65,19.79
30-34,14.17,18.80,20.40,10.00,20.48,28.80,27.72,27.54
35-39,15.82,26.87,23.49,18.18,21.13,31.16,27.58,29.14
40-44,16.94,29.40,32.25,12.50,20.93,35.50,29.16,32.67
45-49,17.12,28.94,27.96,14.29,26.39,40.16,31.24,37.20
50-54,22.25,30.75,31.42,18.18,26.96,45.85,35.98,43.19
55-59,16.44,32.68,29.17,25.00,22.97,48.98,39.64,46.38
60-64,11.88,38.82,33.91,25.00,26.79,53.12,42.26,50.43
65-OVER,17.20,44.98,32.13,50.00,36.36,57.96,50.02,55.80
TOTAL,16.64,28.14,26.26,16.83,23.52,41.18,31.21,37.99
