AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,10.00,6.56,3.70,0.00,6.25,21.76,12.96,14.67
25-29,0.00,8.89,11.76,0.00,0.00,24.08,20.99,16.89
30-34,0.00,13.59,11.11,0.00,0.00,30.55,18.95,22.77
35-39,14.29,17.05,16.67,0.00,20.00,33.17,23.71,26.52
40-44,7.69,24.68,0.00,0.00,25.00,39.29,12.12,32.96
45-49,9.09,23.29,25.00,0.00,0.00,44.43,22.73,36.34
50-54,14.29,28.59,15.38,0.00,16.67,49.69,24.36,40.79
55-59,12.50,31.99,43.75,0.00,0.00,50.00,29.33,42.92
60-64,0.00,39.92,40.00,0.00,40.00,55.12,21.43,49.06
65-OVER,21.43,42.53,35.29,50.00,50.00,57.05,38.10,52.74
TOTAL,11.41,25.01,18.98,4.76,13.16,44.85,22.51,36.92
