AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,31.25,12.50,16.67,0.00,9.380,20.32,15.47,18.42
25-29,0.00,8.710,16.67,0.00,0.00,15.92,16.35,14.51
30-34,0.00,18.57,9.090,0.00,10.53,22.21,24.76,21.37
35-39,27.27,19.28,23.53,0.00,25.00,27.80,32.08,26.81
40-44,23.53,30.91,28.57,0.00,35.71,34.55,27.27,33.38
45-49,25.00,31.52,22.22,0.00,60.00,38.73,31.75,37.00
50-54,20.00,39.09,32.26,0.00,16.67,44.35,41.58,42.93
55-59,10.00,39.95,33.33,0.00,33.33,45.46,42.53,44.13
60-64,0.00,49.70,31.58,100.0,15.38,53.92,33.70,51.75
65-OVER,23.53,43.98,43.33,0.00,36.84,54.79,35.34,52.48
TOTAL,19.26,32.23,25.56,50.00,20.27,40.08,28.96,37.90
