PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SENOIA,36.45,40.24,0.00,38.44
MORELAND,45.10,44.61,0.00,44.84
PINE ROAD,40.87,40.64,100.0,40.78
DRESDEN,43.73,41.79,0.00,42.71
NEWNAN,27.61,29.43,0.00,28.65
SHARPSBURG,36.74,39.76,16.67,38.26
FISCHER ROAD,36.72,38.08,33.33,37.41
CEDAR CREEK,41.32,40.52,25.00,40.89
GRANTVILLE,31.41,29.19,50.00,30.24
HARALSON,38.49,38.48,0.00,38.49
WELCOME,38.34,37.22,33.33,37.75
PANTHER CREEK,35.55,34.28,25.00,34.86
RAYMOND,40.81,41.37,0.00,41.07
TURIN,40.48,39.06,16.67,39.69
SMOKEY ROAD,30.06,28.34,50.00,29.14
TURKEY CREEK,28.67,29.01,0.00,28.83
CENTRAL,15.42,18.61,66.67,17.43
ARTS CENTRE,36.15,38.08,14.29,37.16
GREENTOP,34.72,33.83,50.00,34.23
EXPO CENTER,39.93,38.26,0.00,39.00
WHITE OAK,34.78,36.60,0.00,35.70
MADRAS,37.56,38.06,75.00,37.86
CANNONGATE,44.50,44.57,16.67,44.49
WESTSIDE,25.22,30.40,0.00,28.18
NORTHSIDE,40.97,42.52,100.0,41.82
THOMAS CROSSROADS,40.14,41.05,25.00,40.59
COWETA CENTRAL,44.15,42.40,0.00,43.24
JEFFERSON PARKWAY,21.41,23.95,0.00,22.82
TOTAL,35.72,36.04,22.22,35.88
