PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LOCKHART,17.18,15.61,0.00,16.30
EMIT,17.73,19.26,0.00,18.47
STATESBORO,18.09,18.89,0.00,18.53
PORTAL,18.53,16.57,0.00,17.47
FAIR,20.00,17.84,25.00,18.83
CHURCH,18.06,20.44,0.00,19.39
PITTMAN PARK,8.97,9.71,7.69,9.36
LEEFIELD,23.15,17.48,0.00,20.09
BLITCH,30.44,29.18,0.00,29.78
HAGIN,23.44,22.30,0.00,22.81
BROOKLET,19.83,18.40,33.33,19.09
STILSON,14.95,14.16,0.00,14.54
BAY,20.33,17.04,0.00,18.58
NEVILS,21.07,20.28,0.00,20.65
SINKHOLE,23.91,19.84,0.00,21.78
REGISTER,17.44,22.46,0.00,20.11
TOTAL,18.10,17.92,8.11,17.99
