AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.08,6.05,4.85,6.22,6.14,6.71,4.14,5.70
25-29,3.60,4.45,4.86,3.45,3.98,4.93,3.32,4.40
30-34,3.60,7.18,4.21,2.56,6.31,7.42,5.03,6.42
35-39,5.13,11.50,6.16,3.57,8.97,9.19,6.87,9.16
40-44,6.61,14.66,7.21,9.72,11.09,11.58,7.97,11.58
45-49,6.95,18.63,9.27,6.38,11.59,13.66,9.15,14.01
50-54,7.30,21.92,8.95,8.33,13.81,16.96,11.56,16.68
55-59,8.62,24.68,10.10,9.21,15.93,21.14,14.02,19.86
60-64,10.18,27.77,11.43,6.78,14.24,26.35,16.12,23.63
65-OVER,14.03,30.62,12.57,13.39,17.97,33.21,19.06,29.24
TOTAL,7.33,15.28,6.92,6.89,10.42,18.11,8.74,14.42
