PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SENOIA,14.64,15.71,0.00,15.20
MORELAND,19.47,16.49,0.00,17.92
PINE ROAD,19.22,15.78,0.00,17.41
DRESDEN,21.61,19.63,0.00,20.55
NEWNAN,14.15,14.87,0.00,14.56
SHARPSBURG,16.67,16.38,0.00,16.50
FISCHER ROAD,16.77,16.01,16.67,16.38
CEDAR CREEK,18.04,17.84,0.00,17.91
GRANTVILLE,14.29,11.83,0.00,12.93
HARALSON,16.15,15.71,0.00,15.89
WELCOME,19.96,17.69,0.00,18.76
PANTHER CREEK,17.70,13.20,0.00,15.29
RAYMOND,18.55,18.16,0.00,18.33
TURIN,16.41,15.24,22.22,15.81
SMOKEY ROAD,13.04,13.89,0.00,13.48
CENTRAL,7.27,8.80,0.00,8.16
ARTS CENTRE,14.53,15.27,16.67,14.93
GREENTOP,15.81,18.04,0.00,17.03
EXPO CENTER,24.17,21.72,0.00,22.81
WHITE OAK,15.06,14.51,11.11,14.77
MADRAS,15.02,15.11,20.00,15.08
CANNONGATE,17.81,17.30,14.29,17.54
WESTSIDE,15.34,18.78,0.00,17.28
NORTHSIDE,20.50,22.03,0.00,21.29
THOMAS CROSSROADS,16.81,16.13,0.00,16.44
COWETA CENTRAL,23.65,19.60,33.33,21.63
JEFFERSON PARKWAY,8.46,10.04,0.00,9.33
99999,0.00,0.00,0.00,0.00
TOTAL,15.70,15.30,7.97,15.48
