AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,100.0,5.760,7.140,0.00,0.00,6.440,2.990,5.940
25-29,20.00,8.610,0.00,0.00,0.00,6.820,6.450,7.280
30-34,0.00,11.73,0.00,0.00,0.00,9.440,11.63,9.970
35-39,0.00,12.56,0.00,0.00,0.00,7.340,8.700,8.970
40-44,0.00,18.92,25.00,0.00,0.00,12.53,10.34,14.46
45-49,0.00,27.75,0.00,0.00,0.00,17.01,2.170,18.80
50-54,0.00,30.60,0.00,0.00,0.00,21.94,13.64,24.01
55-59,50.00,36.33,25.00,0.00,0.00,22.38,17.31,26.19
60-64,50.00,42.97,33.33,0.00,25.00,29.49,25.64,32.95
65-OVER,0.00,44.96,14.29,0.00,0.00,36.73,27.10,38.25
TOTAL,13.33,27.45,7.460,0.00,2.130,22.71,13.87,23.37
