AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.00,2.48,2.69,0.00,0.00,4.96,1.81,3.61
25-29,1.79,3.19,2.55,0.00,1.72,4.72,2.40,3.95
30-34,0.88,5.05,2.56,0.00,0.00,5.80,4.71,5.29
35-39,0.99,7.50,2.12,0.00,2.70,8.28,5.01,7.43
40-44,4.35,10.58,5.19,0.00,4.76,11.58,5.49,10.53
45-49,5.08,11.97,5.76,33.33,3.33,12.90,3.80,11.63
50-54,3.17,15.94,3.82,0.00,5.88,15.39,9.05,14.26
55-59,12.50,15.38,6.00,0.00,3.70,18.57,8.82,16.88
60-64,4.26,20.11,10.47,25.00,13.64,24.30,13.26,22.35
65-OVER,6.82,26.37,6.15,0.00,14.71,33.59,16.29,30.83
TOTAL,3.11,11.79,3.93,5.26,4.05,15.86,6.26,13.57
