PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1-01C,24.67,25.86,12.50,25.28
1-05C,21.83,19.49,12.50,20.59
1-06C,22.34,26.11,0.00,24.31
1-08C,18.67,18.93,0.00,18.78
1-09C,10.82,12.19,0.00,11.49
1-10C,27.54,25.66,0.00,26.51
1-12C,27.06,23.02,50.00,24.97
1-13C,17.36,19.24,0.00,18.37
1-14C,19.97,22.20,0.00,21.13
1-16C,21.12,22.00,25.00,21.59
1-17C,16.88,17.95,0.00,17.44
2-02C,10.55,12.92,0.00,11.78
2-03C,9.350,15.22,0.00,12.16
2-04C,11.43,18.74,0.00,15.24
2-05C,13.93,22.62,0.00,18.24
2-06C,6.110,10.07,0.00,8.220
2-07C,13.27,18.32,0.00,16.07
2-09C,13.40,18.53,11.11,16.14
2-11C,10.05,14.25,0.00,12.32
2-12C,12.96,17.80,0.00,15.29
3-01C,17.04,20.66,0.00,18.71
3-02C,20.36,20.18,0.00,20.22
3-03C,5.860,9.470,0.00,7.960
3-04C,10.99,19.68,0.00,15.80
3-05C,10.11,14.21,0.00,12.35
3-08C,16.33,18.31,0.00,17.37
3-09C,28.52,31.60,33.33,30.14
3-10C,14.98,19.17,0.00,17.25
3-11C,10.06,18.86,0.00,14.82
3-12C,15.73,21.83,0.00,19.05
3-13C,8.870,9.500,0.00,9.200
3-14C,15.38,22.36,16.67,19.06
3-15C,25.77,26.78,0.00,26.22
4-02C,14.73,13.84,0.00,14.24
4-04C,21.53,18.47,0.00,19.91
4-05C,16.75,15.79,0.00,16.21
4-06C,16.25,20.35,0.00,18.33
4-07C,16.09,14.29,0.00,15.10
4-08C,23.05,21.34,33.33,22.15
4-10C,22.50,24.33,50.00,23.51
4-11C,21.55,22.11,0.00,21.83
4-12C,25.85,25.45,20.00,25.63
4-13C,26.15,25.22,0.00,25.61
4-14C,24.82,25.45,0.00,25.13
4-15C,27.03,25.65,0.00,26.23
5-01C,9.870,13.85,0.00,12.05
5-02C,6.850,12.65,0.00,9.920
5-03C,11.40,17.46,0.00,14.62
5-05C,17.44,26.47,0.00,22.32
5-06C,9.100,13.25,0.00,11.33
5-07C,9.660,11.96,0.00,10.93
5-08C,13.37,14.89,0.00,14.22
5-10C,13.31,18.18,0.00,16.01
5-11C,10.67,13.49,0.00,12.30
6-01C,12.57,15.98,0.00,14.40
6-02C,27.03,26.94,0.00,26.91
6-03C,19.46,23.71,0.00,21.69
6-05C,15.19,18.26,0.00,16.86
6-06C,10.08,14.17,0.00,12.50
6-08C,12.61,15.62,0.00,14.38
6-09C,17.25,16.94,0.00,17.03
6-10C,18.08,19.69,25.00,18.94
6-11C,10.19,12.59,0.00,11.51
7-01C,14.14,15.92,100.0,15.13
7-03C,13.29,15.34,0.00,14.38
7-04C,9.710,13.42,0.00,11.70
7-05C,11.22,13.30,100.0,12.40
7-06C,10.95,11.48,0.00,11.23
7-07C,11.52,12.59,12.50,12.07
7-08C,11.94,10.29,0.00,11.09
7-09C,10.49,13.85,0.00,12.27
7-10C,8.970,10.30,0.00,9.670
7-11C,8.740,10.66,0.00,9.730
7-12C,11.42,12.38,12.50,11.93
7-13C,20.40,19.63,0.00,19.98
7-14C,11.11,15.40,13.33,13.47
7-15C,10.66,10.17,0.00,10.39
8-01C,5.790,4.150,0.00,4.820
8-02C,10.89,13.72,0.00,12.38
8-03C,9.790,13.74,0.00,11.76
8-05C,5.510,9.810,0.00,8.100
8-06C,8.430,16.94,0.00,12.99
8-07C,14.86,20.00,0.00,17.50
8-08C,12.61,17.95,0.00,15.50
8-09C,10.03,18.01,0.00,14.57
8-10C,12.71,18.53,20.00,15.78
8-11C,19.43,34.18,0.00,27.45
8-12C,5.700,11.60,0.00,8.790
8-13C,5.080,7.170,0.00,6.030
8-15C,9.950,15.58,0.00,13.01
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,14.56,17.07,5.880,15.90
