PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BLACKROCK,23.43,26.52,0.00,25.05
BROOKS,25.51,23.92,0.00,24.64
EUROPE,27.23,32.09,0.00,29.79
FAYETTEVILLE EAST,18.17,17.71,0.00,17.88
FAYETTEVILLE WEST,18.44,19.03,0.00,18.75
FLINT,22.21,21.33,0.00,21.71
HOPEFUL,23.16,25.40,0.00,24.31
MORNING CREEK,23.83,24.55,0.00,24.18
RAREOVER,22.28,22.19,0.00,22.20
SANDY CREEK,19.43,21.38,16.67,20.47
SHAKERAG EAST,20.24,18.26,16.67,19.20
SHAKERAG WEST,25.12,25.98,0.00,25.49
STARRSMILL,20.60,21.09,0.00,20.83
WHITEWATER,18.41,19.55,14.29,18.98
WOOLSEY,25.70,24.86,0.00,25.26
MCINTOSH,17.90,19.86,33.33,18.95
OAK GROVE,18.69,17.12,20.00,17.90
KEDRON,14.24,13.33,0.00,13.73
ABERDEEN,21.24,20.90,0.00,21.03
WINDGATE,24.38,23.24,0.00,23.69
FLAT CREEK,15.39,16.03,0.00,15.75
BRAELINN,18.50,17.71,0.00,18.10
KENWOOD,23.06,28.71,0.00,26.08
BANKS,22.64,23.24,0.00,22.92
HARPS CROSSING,23.26,26.08,50.00,24.78
WILLOW POND,18.56,19.47,25.00,19.05
DOGWOOD,24.53,24.41,0.00,24.45
OAK RIDGE,24.93,27.70,0.00,26.37
JEFF DAVIS,15.06,17.00,12.50,16.20
MURPHY,20.14,22.84,25.00,21.55
FIELDING RIDGE,17.50,18.73,33.33,18.15
WILLOWBEND,16.25,16.38,0.00,16.28
CAMP CREEK,19.50,18.85,0.00,19.13
RISING STAR,15.68,14.76,0.00,15.17
SPRING HILL,23.03,24.50,11.11,23.76
ANTIOCH,23.43,22.17,0.00,22.76
88888,0.00,0.00,0.00,0.00
TOTAL,20.54,21.27,7.91,20.91
