PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BENTONS,29.13,25.98,0.00,27.52
BRANTLEYS,30.32,27.76,0.00,28.95
BURGAYS,32.69,31.73,0.00,32.18
CABANISS,20.06,23.10,0.00,21.59
COX,30.06,27.78,0.00,28.92
CULLODEN,22.97,28.64,0.00,25.77
DILLARDS,22.86,25.86,50.00,24.49
EVERS,28.28,25.24,16.67,26.64
FORSYTH,20.16,23.05,0.00,21.73
HIGH FALLS,18.18,15.45,0.00,16.80
KELSEYS,24.92,23.33,0.00,24.12
MIDDLEBROOKS,26.00,25.16,0.00,25.50
PROCTORS,16.63,15.06,0.00,15.81
RUSSELLVILLE,25.11,23.74,0.00,24.43
TOTAL,24.78,24.29,6.45,24.49
