PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PALMYRA METH CHURCH,15.27,16.16,0.00,15.63
SHERWOOD ELEM,13.27,14.47,0.00,13.92
COVENANT CHURCH,16.38,16.12,0.00,16.12
GREENBRIAR CHURCH,25.58,24.72,14.29,25.08
WESTOVER HIGH,21.08,23.58,12.50,22.52
MERRY ACRES MIDDLE,19.47,19.69,0.00,19.52
DARTON COLLEGE,13.55,18.52,0.00,16.34
WESTTOWN ELEM,20.28,25.27,0.00,22.94
2ND MT ZION CHURCH,23.83,24.60,0.00,24.13
MT ZION CENTER,13.44,18.52,0.00,16.13
ALICE COACHMAN ELEM,27.48,35.88,0.00,32.21
CARVER TEEN CENTER,10.08,17.53,2.33,14.04
SHILOH BAPTIST CHURC,11.04,13.37,0.00,12.00
LITMAN CATHEDRAL,9.41,15.21,3.12,12.53
PHOEBE HEALTHWORKS,8.03,9.09,0.00,8.44
TURNER ELEM SCHOOL,6.15,9.20,0.00,7.61
JACKSON HEIGHTS ELEM,16.89,23.26,11.11,20.51
BILL MILLER CENTER,13.66,17.12,6.52,15.52
RADIUM MIDDLE SCHOOL,19.43,24.39,0.00,21.91
PUTNEY 1ST BAPT CHUR,19.89,21.60,7.14,20.70
INTERNATIONAL STUDIE,18.90,23.42,0.00,21.22
PHOEBE EAST,10.80,12.89,2.94,11.90
PINE BLUFF BAPT CHUR,15.81,20.34,7.14,18.18
ALBANY MIDDLE SCHOOL,13.46,14.32,0.00,13.81
CHRIST CHURCH,27.36,27.11,0.00,27.23
LAMAR REESE ELEM SCH,27.46,35.63,0.00,31.77
1ST CHRISTIAN CHURCH,19.62,19.33,0.00,19.38
LOVETT HALL,1.90,2.46,0.00,2.24
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,16.45,18.96,2.18,17.71
