PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
WYNNTON/BRITT,16.56,20.88,0.00,19.02
CARVER/MACK,15.28,19.52,0.00,17.84
ST JOHN/BELVEDERE,21.90,27.71,20.00,25.22
BRITT DAVID,19.08,18.50,0.00,18.75
ST. PETER,23.87,22.25,0.00,22.93
CORNERSTONE,17.04,15.45,11.11,16.16
COLUMBUS TECH,11.17,11.45,0.00,11.32
ST MARK/HEIFERHORN,27.14,26.28,0.00,26.64
WYNNBROOK,34.79,29.44,0.00,31.77
CUSSETA RD,8.90,13.01,16.67,11.35
OUR LADY OF LOURDES,8.26,10.55,0.00,9.54
MT PILGRIM,18.88,22.53,0.00,20.95
FAITH TABERNACLE,16.93,21.34,0.00,19.47
FORT/WADDELL,13.29,17.42,0.00,15.69
ROTHSCHILD,14.62,18.35,0.00,16.74
GENTIAN/REESE @LDS,19.05,19.87,16.67,19.51
ST PAUL/CLUBVIEW,26.12,25.34,16.67,25.68
MOON/MORNINGSIDE,18.58,18.01,0.00,18.25
ST ANDREWS/MIDLAND,20.04,19.38,0.00,19.64
SALVATION ARMY,18.14,19.78,0.00,19.06
FIRST AFRICAN,12.91,13.16,0.00,13.02
EPWORTH UMC,14.96,15.36,25.00,15.19
MARIANNA GALLOPS,10.59,13.06,0.00,11.92
EDGEWOOD BAPTIST,18.85,19.15,0.00,19.00
PSALMOND/MATHEWS,25.72,23.63,7.69,24.57
88888,9.09,0.00,0.00,3.03
99999,0.00,0.00,0.00,0.00
TOTAL,17.73,18.99,5.15,18.42
