PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
001,6.170,11.69,6.870,0.00,5.710,22.81,11.33,18.69
002,5.360,7.840,3.730,0.00,6.060,17.63,3.150,10.30
003,6.670,9.060,6.930,0.00,0.00,17.23,5.000,12.98
004,0.00,17.79,8.210,0.00,14.29,22.20,8.470,19.14
005,3.850,15.03,5.440,0.00,11.54,17.47,6.010,15.40
006,0.00,11.55,9.720,0.00,8.820,17.39,7.550,15.00
007,8.570,12.64,5.360,12.50,8.890,16.02,8.330,14.33
008,10.53,6.800,6.080,25.00,10.00,19.28,10.63,17.11
009,4.000,16.56,7.890,0.00,14.55,23.10,6.760,18.85
010,4.270,10.44,5.500,0.00,11.36,23.30,4.750,16.84
011,0.00,12.73,5.920,0.00,6.060,17.99,2.570,10.87
012,0.00,6.770,2.680,0.00,0.00,16.44,4.130,12.92
013,0.00,9.420,6.330,25.00,0.00,21.47,8.160,18.58
014,0.00,21.05,6.900,0.00,13.33,26.22,12.33,24.55
015,9.090,10.71,3.230,100.0,0.00,27.32,6.790,24.35
016,0.00,9.780,4.810,0.00,16.13,17.80,6.020,15.66
017,4.000,3.510,3.520,0.00,10.00,18.21,9.220,16.12
018,4.760,16.67,6.540,0.00,6.250,20.49,5.480,17.86
019,4.760,6.520,9.700,0.00,0.00,23.85,8.530,21.26
020,0.00,11.76,15.07,0.00,25.00,33.35,16.67,31.25
021,5.000,6.130,6.850,25.00,3.700,24.84,5.080,18.98
022,0.00,13.21,1.120,0.00,0.00,9.060,3.020,9.720
023,1.820,6.390,3.820,0.00,0.00,9.220,3.310,6.300
024,13.64,3.340,4.380,0.00,8.330,22.65,3.050,15.45
025,26.67,4.630,1.590,0.00,12.50,17.53,7.110,13.56
026,14.29,26.67,5.260,0.00,0.00,29.27,6.670,25.65
027,11.11,0.00,4.880,0.00,9.090,27.43,10.11,25.18
028,5.560,15.27,4.370,16.67,7.250,17.67,10.69,16.08
029,0.00,15.25,9.740,0.00,4.170,15.38,6.530,13.69
030,5.130,11.43,8.190,0.00,6.250,12.80,6.580,11.51
031,13.16,24.21,5.750,40.00,6.250,19.02,8.990,17.19
04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,4.910,11.12,5.660,7.480,7.280,20.40,6.860,16.58
